,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,kmass,kdefect,NOSC,GFE,AI,AI_Mod,DBE,DBE_O,DBE_AI,ElComposition,bs1_class,bs2_class,bs3_class
211.0976918,0,0,0,0,0,0,0,0,,None,212.1049683,0,0,NA,NA,NA,NA,NA,NA,210.861978231477,0.13802176852306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.1351157,0,0,0,0,0,0,0,0,,None,212.1423921,0,0,NA,NA,NA,NA,NA,NA,210.899360343616,0.100639656384118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.2753995,0,0,0,0,0,0,0,0,,None,212.282676,0,0,NA,NA,NA,NA,NA,NA,211.039487501472,0.960512498528459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.3044999,0,0,0,0,0,0,0,0,,None,212.3117763,0,0,NA,NA,NA,NA,NA,NA,211.068555407705,0.931444592295065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.6591317,0,0,0,0,0,0,0,0,,None,212.6664082,0,0,NA,NA,NA,NA,NA,NA,211.422791222669,0.577208777331066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.6949248,0,0,0,0,0,0,0,0,,None,212.7022013,0,0,NA,NA,NA,NA,NA,NA,211.458544355774,0.541455644226289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.6971842,0,0,0,0,0,0,0,0,,None,212.7044606,0,0,NA,NA,NA,NA,NA,NA,211.460801232907,0.5391987670925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.9736423,0,0,0,0,0,0,0,0,,None,212.9809188,0,0,NA,NA,NA,NA,NA,NA,211.736950637323,0.263049362676725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.9737992,0,0,0,0,0,0,0,0,,None,212.9810756,0,0,NA,NA,NA,NA,NA,NA,211.737107362127,0.262892637872682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.2323222,0,0,0,0,0,0,0,0,,None,213.2395987,0,0,NA,NA,NA,NA,NA,NA,211.995341693036,0.00465830696401781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.4421852,0,0,0,0,0,0,0,0,,None,213.4494617,0,0,NA,NA,NA,NA,NA,NA,212.204970358135,0.79502964186463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.5415183,0,0,0,0,0,0,0,0,,None,213.5487948,0,0,NA,NA,NA,NA,NA,NA,212.304192541908,0.695807458091508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.5547026,0,0,0,0,0,0,0,0,,None,213.561979,0,0,NA,NA,NA,NA,NA,NA,212.317362120201,0.682637879798648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.5644956,0,0,0,0,0,0,0,0,,None,213.5717721,0,0,NA,NA,NA,NA,NA,NA,212.32714418525,0.672855814749965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.5713572,0,0,0,0,0,0,0,0,,None,213.5786337,0,0,NA,NA,NA,NA,NA,NA,212.333998123526,0.666001876473814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.5972545,0,0,0,0,0,0,0,0,,None,213.6045309,0,0,NA,NA,NA,NA,NA,NA,212.35986650637,0.640133493630344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.8107534,0,0,0,0,0,0,0,0,,None,213.8180298,0,0,NA,NA,NA,NA,NA,NA,212.573127011591,0.426872988409372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.8449045,0,0,0,0,0,0,0,0,,None,213.852181,0,0,NA,NA,NA,NA,NA,NA,212.607239978167,0.392760021832743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.9689715,0,0,0,0,0,0,0,0,,None,213.976248,0,0,NA,NA,NA,NA,NA,NA,212.731168443847,0.268831556153287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.969468,0,0,0,0,0,0,0,0,,None,213.9767445,0,0,NA,NA,NA,NA,NA,NA,212.73166438945,0.268335610549627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.9698291,0,0,0,0,0,0,0,0,,None,213.9771055,0,1,NA,NA,NA,NA,NA,NA,212.732025086243,0.267974913757143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.9700006,0,0,0,0,0,0,0,0,,None,213.9772771,0,0,NA,NA,NA,NA,NA,NA,212.732196394744,0.26780360525558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.9701382,0,0,0,0,0,0,0,0,,None,213.9774146,0,0,NA,NA,NA,NA,NA,NA,212.732333841099,0.267666158900937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.0313519,0,0,0,0,0,0,0,0,,None,214.0386283,0,0,NA,NA,NA,NA,NA,NA,212.793479189335,0.206520810665239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.2001928,0,0,0,0,0,0,0,0,,None,214.2074692,0,0,NA,NA,NA,NA,NA,NA,212.962131560077,0.0378684399225335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.5687455,0,0,0,0,0,0,0,0,,None,214.5760219,0,0,NA,NA,NA,NA,NA,NA,213.33027273084,0.669727269159836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.640321,0,0,0,0,0,0,0,0,,None,214.6475975,0,0,NA,NA,NA,NA,NA,NA,213.401768308997,0.598231691002582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.7150281,0,0,0,0,0,0,0,0,,None,214.7223045,0,0,NA,NA,NA,NA,NA,NA,213.476391990382,0.523608009617817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.750696,0,0,0,0,0,0,0,0,,None,214.7579725,0,0,NA,NA,NA,NA,NA,NA,213.512020063286,0.4879799367136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.8577556,0,0,0,0,0,0,0,0,,None,214.8650321,0,0,NA,NA,NA,NA,NA,NA,213.618960119581,0.381039880419422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.8982827,0,0,0,0,0,0,0,0,,None,214.9055591,0,0,NA,NA,NA,NA,NA,NA,213.659441966659,0.340558033341296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.9406419,0,0,0,0,0,0,0,0,,None,214.9479184,0,0,NA,NA,NA,NA,NA,NA,213.701753867998,0.298246132002447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.9695968,0,0,0,0,0,0,0,0,,None,214.9768732,0,0,NA,NA,NA,NA,NA,NA,213.730676436698,0.269323563302464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.9798588,0,0,0,0,0,0,0,0,,None,214.9871352,0,0,NA,NA,NA,NA,NA,NA,213.740926978057,0.259073021943351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.0690095,0,0,0,0,0,0,0,0,,None,215.0762859,0,0,NA,NA,NA,NA,NA,NA,213.829978131589,0.170021868411396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.4978295,0,0,0,0,0,0,0,0,,None,215.505106,0,0,NA,NA,NA,NA,NA,NA,214.258319307346,0.741680692654285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.5496034,0,0,0,0,0,0,0,0,,None,215.5568799,0,0,NA,NA,NA,NA,NA,NA,214.310035396146,0.689964603853554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.7718623,0,0,0,0,0,0,0,0,,None,215.7791388,0,0,NA,NA,NA,NA,NA,NA,214.532046119873,0.467953880126856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.8587462,0,0,0,0,0,0,0,0,,None,215.8660227,0,0,NA,NA,NA,NA,NA,NA,214.618833004534,0.381166995465776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.8780993,0,0,0,0,0,0,0,0,,None,215.8853758,0,0,NA,NA,NA,NA,NA,NA,214.63816449469,0.361835505310154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.9173818,0,0,0,0,0,0,0,0,,None,215.9246583,0,0,NA,NA,NA,NA,NA,NA,214.677403131499,0.322596868500597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.9292562,0,0,0,0,0,0,0,0,,None,215.9365326,0,0,NA,NA,NA,NA,NA,NA,214.689264272438,0.310735727561706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.9294541,0,0,0,0,0,0,0,0,,None,215.9367305,0,0,NA,NA,NA,NA,NA,NA,214.689461951461,0.310538048538632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.929587,0,0,0,0,0,0,0,0,,None,215.9368635,0,0,NA,NA,NA,NA,NA,NA,214.689594703064,0.310405296935926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.9299512,0,0,0,0,0,0,0,0,,None,215.9372277,0,0,NA,NA,NA,NA,NA,NA,214.689958496395,0.310041503604907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.9300933,0,0,0,0,0,0,0,0,,None,215.9373698,0,1,NA,NA,NA,NA,NA,NA,214.690100437725,0.309899562275035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.931062,0,0,0,0,0,0,0,0,,None,215.9383385,0,0,NA,NA,NA,NA,NA,NA,214.691068056066,0.308931943934112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.9616059,0,0,0,0,0,0,0,0,,None,215.9688824,0,0,NA,NA,NA,NA,NA,NA,214.721577850474,0.278422149525738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215.2063195,0,0,0,0,0,0,0,0,,None,216.213596,0,0,NA,NA,NA,NA,NA,NA,214.966018201082,0.0339817989176368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215.4875093,0,0,0,0,0,0,0,0,,None,216.4947858,0,0,NA,NA,NA,NA,NA,NA,215.24689402204,0.753105977960359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215.7270554,0,0,0,0,0,0,0,0,,None,216.7343319,0,0,NA,NA,NA,NA,NA,NA,215.486172642724,0.513827357275602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215.9266129,0,0,0,0,0,0,0,0,,None,216.9338893,0,0,NA,NA,NA,NA,NA,NA,215.685507315037,0.314492684962886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215.9685013,0,0,0,0,0,0,0,0,,None,216.9757778,0,0,NA,NA,NA,NA,NA,NA,215.727348942075,0.27265105792452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215.9686565,0,0,0,0,0,0,0,0,,None,216.9759329,0,0,NA,NA,NA,NA,NA,NA,215.727503968778,0.272496031222232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.0726182,0,0,0,0,0,0,0,0,,None,217.0798947,0,0,NA,NA,NA,NA,NA,NA,215.831349584215,0.168650415785237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.2929962,0,0,0,0,0,0,0,0,,None,217.3002727,0,0,NA,NA,NA,NA,NA,NA,216.051481508171,0.948518491828793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.3281824,0,0,0,0,0,0,0,0,,None,217.3354589,0,0,NA,NA,NA,NA,NA,NA,216.086628418946,0.913371581054037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.3523357,0,0,0,0,0,0,0,0,,None,217.3596121,0,0,NA,NA,NA,NA,NA,NA,216.110754749155,0.889245250844596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.5184879,0,0,0,0,0,0,0,0,,None,217.5257644,0,0,NA,NA,NA,NA,NA,NA,216.276721422125,0.723278577875448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.8834889,0,0,0,0,0,0,0,0,,None,217.8907654,0,0,NA,NA,NA,NA,NA,NA,216.641314858747,0.358685141252835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.9086878,0,0,0,0,0,0,0,0,,None,217.9159643,0,0,NA,NA,NA,NA,NA,NA,216.66648562143,0.333514378569674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.9091004,0,0,0,0,0,0,0,0,,None,217.9163769,0,0,NA,NA,NA,NA,NA,NA,216.666897760717,0.333102239282539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.9094475,0,0,0,0,0,0,0,0,,None,217.916724,0,0,NA,NA,NA,NA,NA,NA,216.667244473143,0.332755526857483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.9095945,0,0,0,0,0,0,0,0,,None,217.916871,0,0,NA,NA,NA,NA,NA,NA,216.667391309001,0.332608690998995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.9258778,0,0,0,0,0,0,0,0,,None,217.9331542,0,0,NA,NA,NA,NA,NA,NA,216.683656426923,0.316343573077262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.9571542,0,0,0,0,0,0,0,0,,None,217.9644307,0,0,NA,NA,NA,NA,NA,NA,216.714897903415,0.285102096584922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.9573023,0,0,0,0,0,0,0,0,,None,217.9645788,0,0,NA,NA,NA,NA,NA,NA,216.715045838045,0.284954161954687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.9648888,0,0,0,0,0,0,0,0,,None,217.9721652,0,1,NA,NA,NA,NA,NA,NA,216.722623866892,0.277376133108334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.965028,0,0,0,0,0,0,0,0,,None,217.9723044,0,0,NA,NA,NA,NA,NA,NA,216.72276291146,0.277237088540318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217.3520281,0,0,0,0,0,0,0,0,,None,218.3593045,0,0,NA,NA,NA,NA,NA,NA,217.109330883691,0.890669116309255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217.5852586,0,0,0,0,0,0,0,0,,None,218.592535,0,0,NA,NA,NA,NA,NA,NA,217.342300956431,0.657699043569153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217.7059161,0,0,0,0,0,0,0,0,,None,218.7131926,0,0,NA,NA,NA,NA,NA,NA,217.462823729188,0.537176270811585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217.7892656,0,0,0,0,0,0,0,0,,None,218.7965421,0,0,NA,NA,NA,NA,NA,NA,217.546080160392,0.453919839607892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.0039431,0,0,0,0,0,0,0,0,,None,219.0112195,0,0,NA,NA,NA,NA,NA,NA,217.760517949578,0.239482050422225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.0779042,0,0,0,0,0,0,0,0,,None,219.0851807,0,0,NA,NA,NA,NA,NA,NA,217.834396463953,0.1656035360472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.2893956,0,0,0,0,0,0,0,0,,None,219.296672,0,0,NA,NA,NA,NA,NA,NA,218.045651710766,0.95434828923382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.7436373,0,0,0,0,0,0,0,0,,None,219.7509138,0,0,NA,NA,NA,NA,NA,NA,218.499386200426,0.500613799574069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.8223725,0,0,0,0,0,0,0,0,,None,219.829649,0,0,NA,NA,NA,NA,NA,NA,218.578033483998,0.42196651600176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.8925504,0,0,0,0,0,0,0,0,,None,219.8998269,0,0,NA,NA,NA,NA,NA,NA,218.648133022728,0.35186697727184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.9053183,0,0,0,0,0,0,0,0,,None,219.9125948,0,0,NA,NA,NA,NA,NA,NA,218.660886665977,0.33911333402304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.944411,0,0,0,0,0,0,0,0,,None,219.9516875,0,0,NA,NA,NA,NA,NA,NA,218.699935714719,0.30006428528111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.9446348,0,0,0,0,0,0,0,0,,None,219.9519113,0,0,NA,NA,NA,NA,NA,NA,218.700159264822,0.299840735178208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.9753377,0,0,0,0,0,0,0,0,,None,219.9826142,0,0,NA,NA,NA,NA,NA,NA,218.730827881689,0.269172118310593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.9861807,0,0,0,0,0,0,0,0,,None,219.9934572,0,0,NA,NA,NA,NA,NA,NA,218.741658774299,0.258341225701287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.1223147,0,0,0,0,0,0,0,0,,None,220.1295911,0,0,NA,NA,NA,NA,NA,NA,218.877640765858,0.12235923414184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.1387139,0,0,0,0,0,0,0,0,,None,220.1459904,0,0,NA,NA,NA,NA,NA,NA,218.894021654365,0.105978345635066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.4179275,0,0,0,0,0,0,0,0,,None,220.425204,0,0,NA,NA,NA,NA,NA,NA,219.172923481965,0.827076518035227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.4181083,0,0,0,0,0,0,0,0,,None,220.4253847,0,0,NA,NA,NA,NA,NA,NA,219.173104080082,0.826895919918115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.4182452,0,0,0,0,0,0,0,0,,None,220.4255217,0,0,NA,NA,NA,NA,NA,NA,219.173240827218,0.826759172781863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.4976723,0,0,0,0,0,0,0,0,,None,220.5049488,0,0,NA,NA,NA,NA,NA,NA,219.252579238209,0.74742076179129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.5385465,0,0,0,0,0,0,0,0,,None,220.545823,0,0,NA,NA,NA,NA,NA,NA,219.293407797712,0.706592202288164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.5886623,0,0,0,0,0,0,0,0,,None,220.5959388,0,0,NA,NA,NA,NA,NA,NA,219.343467637962,0.656532362038149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.7351673,0,0,0,0,0,0,0,0,,None,220.7424438,0,0,NA,NA,NA,NA,NA,NA,219.48980904917,0.51019095082998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.7774301,0,0,0,0,0,0,0,0,,None,220.7847066,0,0,NA,NA,NA,NA,NA,NA,219.53202465815,0.467975341850007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.833167,0,0,0,0,0,0,0,0,,None,220.8404435,0,0,NA,NA,NA,NA,NA,NA,219.58769932183,0.412300678170482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.8968045,0,0,0,0,0,0,0,0,,None,220.9040809,0,0,NA,NA,NA,NA,NA,NA,219.651265763629,0.348734236371484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220.3571197,0,0,0,0,0,0,0,0,,None,221.3643962,0,0,NA,NA,NA,NA,NA,NA,220.111066971564,0.888933028436071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220.4759389,0,0,0,0,0,0,0,0,,None,221.4832153,0,0,NA,NA,NA,NA,NA,NA,220.229753496984,0.770246503016295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220.4815698,0,0,0,0,0,0,0,0,,None,221.4888462,0,0,NA,NA,NA,NA,NA,NA,220.23537810947,0.764621890529526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220.5506597,0,0,0,0,0,0,0,0,,None,221.5579362,0,0,NA,NA,NA,NA,NA,NA,220.304390863071,0.695609136929079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220.7028699,0,0,0,0,0,0,0,0,,None,221.7101463,0,0,NA,NA,NA,NA,NA,NA,220.456431103802,0.543568896198195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220.8469726,0,0,0,0,0,0,0,0,,None,221.854249,0,0,NA,NA,NA,NA,NA,NA,220.60037289744,0.399627102560373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220.9626861,0,0,0,0,0,0,0,0,,None,221.9699625,0,0,NA,NA,NA,NA,NA,NA,220.715957190712,0.284042809288195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220.9716152,0,0,0,0,0,0,0,0,,None,221.9788916,0,1,NA,NA,NA,NA,NA,NA,220.724876320399,0.275123679601023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220.9909229,12,3,1,2,0,0,1,0,CHONP,ConHC,221.9981993,0.450030828,1,C12H3N2OP,0.0833333333333333,0.25,0.166666666666667,0.0833333333333333,2,220.744162461249,0.255837538751337,0,60.3,1.125,1.11764705882353,13,12,9,CHNOP,Other,Cond Hydrocarbon,Other
221.081935,12,14,4,0,0,0,0,0,CHO,Lignin,222.0892115,-0.01138845,1,C12H14O4,0.333333333333333,1.16666666666667,0,0,NA,220.835072936325,0.164927063675265,-0.5,74.55,0.25,0.4,6,2,2,CHO,Lignin,Lignin,Other
221.1547231,14,22,2,0,0,0,0,0,CHO,Lipid,222.1619995,-0.088107047,1,C14H22O2,0.142857142857143,1.57142857142857,0,0,NA,220.907779760482,0.0922202395179568,-1.28571428571429,96.9428571428571,0.166666666666667,0.230769230769231,4,2,2,CHO,Lipid,Lipid,Other
221.2158386,0,0,0,0,0,0,0,0,,None,222.2231151,0,0,NA,NA,NA,NA,NA,NA,220.968827018369,0.0311729816312436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221.3257867,0,0,0,0,0,0,0,0,,None,222.3330632,0,0,NA,NA,NA,NA,NA,NA,221.078652349338,0.921347650661943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221.328658,0,0,0,0,0,0,0,0,,None,222.3359345,0,0,NA,NA,NA,NA,NA,NA,221.081520443219,0.918479556781193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221.5392273,0,0,0,0,0,0,0,0,,None,222.5465038,0,0,NA,NA,NA,NA,NA,NA,221.291854619657,0.7081453803427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221.6797108,0,0,0,0,0,0,0,0,,None,222.6869872,0,0,NA,NA,NA,NA,NA,NA,221.432181254526,0.567818745473801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221.938036,0,0,0,0,0,0,0,0,,None,222.9453125,0,0,NA,NA,NA,NA,NA,NA,221.6902180063,0.309781993699886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222.1770617,0,0,0,0,0,0,0,0,,None,223.1843382,0,0,NA,NA,NA,NA,NA,NA,221.928976808068,0.0710231919318858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222.9503911,0,0,0,0,0,0,0,0,,None,223.9576675,0,0,NA,NA,NA,NA,NA,NA,222.701442701551,0.298557298448543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222.9599243,0,0,0,0,0,0,0,0,,None,223.9672008,0,0,NA,NA,NA,NA,NA,NA,222.710965256695,0.289034743304796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223.0281033,7,12,6,0,0,1,0,0,CHOS,Carb,224.0353798,0.352599648,1,C7H12O6S,0.857142857142857,1.71428571428571,0,0,NA,222.779068127415,0.220931872585311,0.285714285714286,52.1571428571429,0,0,2,-4,-5,CHOS,Carbohydrate,Carbohydrate,Carbohydrate
223.0354071,0,0,0,0,0,0,0,0,,None,224.0426836,0,0,NA,NA,NA,NA,NA,NA,222.786363771926,0.213636228073653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223.0498962,0,0,0,0,0,0,0,0,,None,224.0571726,0,1,NA,NA,NA,NA,NA,NA,222.800836693268,0.199163306732117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223.1616065,0,0,0,0,0,0,0,0,,None,224.168883,0,0,NA,NA,NA,NA,NA,NA,222.912422256549,0.087577743451078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223.3434947,0,0,0,0,0,0,0,0,,None,224.3507711,0,0,NA,NA,NA,NA,NA,NA,223.09410735856,0.905892641440118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223.4488589,0,0,0,0,0,0,0,0,,None,224.4561354,0,0,NA,NA,NA,NA,NA,NA,223.199353907953,0.800646092047117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223.7431027,0,0,0,0,0,0,0,0,,None,224.7503792,0,0,NA,NA,NA,NA,NA,NA,223.493269152697,0.506730847302833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223.8495526,0,0,0,0,0,0,0,0,,None,224.8568291,0,0,NA,NA,NA,NA,NA,NA,223.599600189788,0.40039981021215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223.9271792,0,0,0,0,0,0,0,0,,None,224.9344556,0,0,NA,NA,NA,NA,NA,NA,223.677140111233,0.322859888767198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223.9576255,8,4,3,1,0,1,1,0,CHONSP,ConHC,224.964902,0.214303928,1,C8H4NO3SP,0.375,0.5,0.125,0.125,1,223.707552414622,0.292447585377772,0.25,53.175,1,1,8,5,2,CHNOSP,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical
223.9699599,0,0,0,0,0,0,0,0,,None,224.9772364,0,0,NA,NA,NA,NA,NA,NA,223.719873041921,0.280126958079023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224.0200558,9,7,6,1,0,0,0,0,CHON,ConHC,225.0273323,0.020760717,1,C9H7NO6,0.666666666666667,0.777777777777778,0.111111111111111,0,NA,223.769913004391,0.230086995608502,0.888888888888889,34.9666666666667,0,0.6,7,1,0,CHNO,Tannin,Cond Hydrocarbon,Other
224.0532165,6,15,2,3,0,2,0,0,CHONS,Other,225.060493,0.33382595,1,C6H15N3O2S2,0.333333333333333,2.5,0.5,0,NA,223.803036676858,0.19696332314237,0.333333333333333,50.8,0,0,1,-1,-6,CHNOS,Other,Other,Other
224.1837532,0,0,0,0,0,0,0,0,,None,225.1910296,0,0,NA,NA,NA,NA,NA,NA,223.933427618412,0.0665723815877186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224.3888697,0,0,0,0,0,0,0,0,,None,225.3961461,0,0,NA,NA,NA,NA,NA,NA,224.138315083496,0.861684916504089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224.4359416,0,0,0,0,0,0,0,0,,None,225.4432181,0,0,NA,NA,NA,NA,NA,NA,224.185334422592,0.814665577408107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224.536884,0,0,0,0,0,0,0,0,,None,225.5441605,0,0,NA,NA,NA,NA,NA,NA,224.286164109406,0.713835890593742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224.5748787,0,0,0,0,0,0,0,0,,None,225.5821552,0,0,NA,NA,NA,NA,NA,NA,224.324116384185,0.675883615815195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
