,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,kmass,kdefect,NOSC,GFE,AI,AI_Mod,DBE,DBE_O,DBE_AI,ElComposition,bs1_class,bs2_class,bs3_class
262.644103,0,0,0,0,0,0,0,0,,None,263.6513795,0,0,NA,NA,NA,NA,NA,NA,262.350832248237,0.64916775176323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262.8691259,0,0,0,0,0,0,0,0,,None,263.8764024,0,0,NA,NA,NA,NA,NA,NA,262.575603885656,0.424396114343665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262.8775732,0,0,0,0,0,0,0,0,,None,263.8848497,0,0,NA,NA,NA,NA,NA,NA,262.584041753326,0.415958246674279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262.8777948,0,0,0,0,0,0,0,0,,None,263.8850713,0,0,NA,NA,NA,NA,NA,NA,262.584263105885,0.415736894114787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262.9083065,0,0,0,0,0,0,0,0,,None,263.915583,0,1,NA,NA,NA,NA,NA,NA,262.614740736248,0.385259263751607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262.9708805,0,0,0,0,0,0,0,0,,None,263.978157,0,0,NA,NA,NA,NA,NA,NA,262.677244865561,0.322755134438978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262.9760285,12,9,1,0,0,2,1,0,CHOSP,ConHC,263.983305,-0.235647125,1,C12H9OS2P,0.0833333333333333,0.75,0,0.0833333333333333,0,262.682387117258,0.317612882741798,-0.666666666666667,79.3,0.625,0.647058823529412,9,8,5,CHOSP,Unsat Hydrocarbon,Cond Hydrocarbon,Phytochemical
262.9822263,0,0,0,0,0,0,0,0,,None,263.9895027,0,1,NA,NA,NA,NA,NA,NA,262.688577996739,0.311422003260702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262.9824134,0,0,0,0,0,0,0,0,,None,263.9896899,0,0,NA,NA,NA,NA,NA,NA,262.688764887822,0.311235112178224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263.0198323,12,8,7,0,0,0,0,0,CHO,ConHC,264.0271087,-0.40191177,1,C12H8O7,0.583333333333333,0.666666666666667,0,0,NA,262.726142005544,0.273857994456193,0.5,46.05,0.4,0.647058823529412,9,2,2,CHO,Cond Hydrocarbon,Cond Hydrocarbon,Other
263.0436696,0,0,0,0,0,0,0,0,,None,264.0509461,0,0,NA,NA,NA,NA,NA,NA,262.749952688602,0.250047311398362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263.057099,14,16,1,0,0,2,0,0,CHOS,UnsatHC,264.0643754,-0.450348801,1,C14H16OS2,0.0714285714285714,1.14285714285714,0,0,NA,262.763367093214,0.236632906786383,-0.714285714285714,80.6571428571429,0.363636363636364,0.391304347826087,7,6,4,CHOS,Unsat Hydrocarbon,Unsat Hydrocarbon,Other
263.0924912,14,16,5,0,0,0,0,0,CHO,Lignin,264.0997677,0.022594713,1,C14H16O5,0.357142857142857,1.14285714285714,0,0,NA,262.798719773967,0.201280226033077,-0.428571428571429,72.5142857142857,0.222222222222222,0.391304347826087,7,2,2,CHO,Lignin,Lignin,Other
263.1214084,0,0,0,0,0,0,0,0,,None,264.1286849,0,0,NA,NA,NA,NA,NA,NA,262.827604684763,0.172395315236884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263.1288997,15,20,4,0,0,0,0,0,CHO,Lignin,264.1361761,-0.064431281,1,C15H20O4,0.266666666666667,1.33333333333333,0,0,NA,262.835087619911,0.164912380089447,-0.8,83.1,0.181818181818182,0.307692307692308,6,2,2,CHO,Other,Lignin,Other
263.1457961,0,0,0,0,0,0,0,0,,None,264.1530726,0,0,NA,NA,NA,NA,NA,NA,262.851965153239,0.148034846760595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263.1729412,0,0,0,0,0,0,0,0,,None,264.1802177,0,0,NA,NA,NA,NA,NA,NA,262.879079942778,0.120920057221724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263.1857105,0,0,0,0,0,0,0,0,,None,264.192987,0,0,NA,NA,NA,NA,NA,NA,262.891834984464,0.108165015536201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263.4258174,0,0,0,0,0,0,0,0,,None,264.4330938,0,0,NA,NA,NA,NA,NA,NA,263.131673778954,0.86832622104572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263.6086688,0,0,0,0,0,0,0,0,,None,264.6159453,0,0,NA,NA,NA,NA,NA,NA,263.314321005447,0.685678994552575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264.2150892,0,0,0,0,0,0,0,0,,None,265.2223657,0,0,NA,NA,NA,NA,NA,NA,263.920064271011,0.0799357289886302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264.3114224,0,0,0,0,0,0,0,0,,None,265.3186988,0,0,NA,NA,NA,NA,NA,NA,264.0162899045,0.983710095500385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264.3252113,0,0,0,0,0,0,0,0,,None,265.3324878,0,0,NA,NA,NA,NA,NA,NA,264.030063407691,0.969936592309352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264.663524,0,0,0,0,0,0,0,0,,None,265.6708004,0,0,NA,NA,NA,NA,NA,NA,264.367998344708,0.63200165529247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264.7905479,0,0,0,0,0,0,0,0,,None,265.7978244,0,0,NA,NA,NA,NA,NA,NA,264.494880408686,0.505119591314042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264.9299888,9,3,2,2,0,2,1,0,CHONSP,ConHC,265.9372653,0.338331437,1,C9H3N2O2S2P,0.222222222222222,0.333333333333333,0.222222222222222,0.111111111111111,2,264.634165607731,0.365834392268653,0.666666666666667,41.3,1.5,1.33333333333333,10,8,3,CHNOSP,Cond Hydrocarbon,Cond Hydrocarbon,Other
264.9301444,9,3,2,2,0,2,1,0,CHONSP,ConHC,265.9374208,-0.246642463,1,C9H3N2O2S2P,0.222222222222222,0.333333333333333,0.222222222222222,0.111111111111111,2,264.634321033987,0.365678966012979,0.666666666666667,41.3,1.5,1.33333333333333,10,8,3,CHNOSP,Cond Hydrocarbon,Cond Hydrocarbon,Other
264.9432645,0,0,0,0,0,0,0,0,,None,265.950541,0,0,NA,NA,NA,NA,NA,NA,264.647426483966,0.352573516033885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264.9990066,11,6,8,0,0,0,0,0,CHO,ConHC,266.0062831,-0.059773034,1,C11H6O8,0.727272727272727,0.545454545454545,0,0,NA,264.703106341839,0.296893658160741,0.909090909090909,34.3909090909091,0.333333333333333,0.714285714285714,9,1,1,CHO,Other,Cond Hydrocarbon,Other
265.0353582,12,10,7,0,0,0,0,0,CHO,Lignin,266.0426346,0.067858734,1,C12H10O7,0.583333333333333,0.833333333333333,0,0,NA,264.739417351318,0.260582648681975,0.333333333333333,50.8,0.2,0.529411764705882,8,1,1,CHO,Lignin,Lignin,Other
265.0717529,13,14,6,0,0,0,0,0,CHO,Lignin,266.0790294,0.033078774,1,C13H14O6,0.461538461538462,1.07692307692308,0,0,NA,264.775771412671,0.224228587329208,-0.153846153846154,64.6846153846154,0.142857142857143,0.4,7,1,1,CHO,Lignin,Lignin,Other
265.0719066,0,0,0,0,0,0,0,0,,None,266.079183,0,0,NA,NA,NA,NA,NA,NA,264.775924941048,0.224075058951996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.1081449,14,18,5,0,0,0,0,0,CHO,Lignin,266.1154214,0.008589515,1,C14H18O5,0.357142857142857,1.28571428571429,0,0,NA,264.812122777039,0.187877222961447,-0.571428571428571,76.5857142857143,0.111111111111111,0.304347826086957,6,1,1,CHO,Lignin,Lignin,Other
265.1445524,15,22,4,0,0,0,0,0,CHO,Lignin,266.1518288,-0.073794038,1,C15H22O4,0.266666666666667,1.46666666666667,0,0,NA,264.848489624099,0.151510375901239,-0.933333333333334,86.9,0.0909090909090909,0.230769230769231,5,1,1,CHO,Other,Lignin,Other
265.1468474,0,0,0,0,0,0,0,0,,None,266.1541239,0,0,NA,NA,NA,NA,NA,NA,264.850782061481,0.149217938518746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.1479132,12,26,4,0,0,1,0,0,CHOS,Protein,266.1551896,-0.036180179,1,C12H26O4S,0.333333333333333,2.16666666666667,0,0,NA,264.851846671399,0.148153328600529,-1.33333333333333,98.3,0,0,0,-4,-5,CHOS,Other,Protein,Other
265.4667299,0,0,0,0,0,0,0,0,,None,266.4740064,0,0,NA,NA,NA,NA,NA,NA,265.170307377824,0.829692622175912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.6287195,0,0,0,0,0,0,0,0,,None,266.635996,0,0,NA,NA,NA,NA,NA,NA,265.33211609879,0.667883901210473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.7344361,0,0,0,0,0,0,0,0,,None,266.7417126,0,0,NA,NA,NA,NA,NA,NA,265.43771465469,0.562285345310443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.925481,0,0,0,0,0,0,0,0,,None,266.9327575,0,0,NA,NA,NA,NA,NA,NA,265.628546232248,0.371453767752485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.9263597,0,0,0,0,0,0,0,0,,None,266.9336362,0,0,NA,NA,NA,NA,NA,NA,265.629423951083,0.370576048916803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.9313436,0,0,0,0,0,0,0,0,,None,266.9386201,0,0,NA,NA,NA,NA,NA,NA,265.634402286016,0.365597713984016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.9315394,0,0,0,0,0,0,0,0,,None,266.9388158,0,0,NA,NA,NA,NA,NA,NA,265.634597867384,0.365402132616055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.9926287,0,0,0,0,0,0,0,0,,None,266.9999052,0,0,NA,NA,NA,NA,NA,NA,265.695618954526,0.304381045474145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.099333,8,17,7,3,0,0,0,0,CHON,Carb,267.1066095,0.151353291,1,C8H17N3O7,0.875,2.125,0.375,0,NA,265.802204107551,0.197795892448823,0.75,38.925,0,0,2,-5,-8,CHNO,Carbohydrate,Carbohydrate,Protein
266.1517209,0,0,0,0,0,0,0,0,,None,267.1589974,0,0,NA,NA,NA,NA,NA,NA,265.854533510754,0.145466489245962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.1573574,0,0,0,0,0,0,0,0,,None,267.1646339,0,0,NA,NA,NA,NA,NA,NA,265.860163716988,0.139836283012187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.2591424,0,0,0,0,0,0,0,0,,None,267.2664189,0,0,NA,NA,NA,NA,NA,NA,265.961835062947,0.0381649370525565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.2677322,0,0,0,0,0,0,0,0,,None,267.2750087,0,0,NA,NA,NA,NA,NA,NA,265.9704152715,0.0295847284999127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.3262314,0,0,0,0,0,0,0,0,,None,267.3335079,0,0,NA,NA,NA,NA,NA,NA,266.028849150771,0.971150849229275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.547414,0,0,0,0,0,0,0,0,,None,267.5546905,0,0,NA,NA,NA,NA,NA,NA,266.249784776304,0.750215223696387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.8701674,0,0,0,0,0,0,0,0,,None,267.8774439,0,0,NA,NA,NA,NA,NA,NA,266.572177786974,0.427822213026161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.87031,0,0,0,0,0,0,0,0,,None,267.8775865,0,0,NA,NA,NA,NA,NA,NA,266.572320227745,0.427679772254578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.9218871,0,0,0,0,0,0,0,0,,None,267.9291636,0,0,NA,NA,NA,NA,NA,NA,266.623839736295,0.376160263705231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.9227053,0,0,0,0,0,0,0,0,,None,267.9299818,0,0,NA,NA,NA,NA,NA,NA,266.624657022685,0.375342977314631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.9256309,0,0,0,0,0,0,0,0,,None,267.9329073,0,0,NA,NA,NA,NA,NA,NA,266.627579355934,0.372420644065755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.9262003,0,0,0,0,0,0,0,0,,None,267.9334768,0,1,NA,NA,NA,NA,NA,NA,266.628148120137,0.371851879862902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.9279143,0,0,0,0,0,0,0,0,,None,267.9351908,0,0,NA,NA,NA,NA,NA,NA,266.629860206269,0.370139793730573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.9304153,5,5,5,2,0,2,1,0,CHONSP,Tannin,267.9376918,0.214278882,1,C5H5N2O5S2P,1,1,0.4,0.2,2,266.63235841363,0.36764158636953,2,3.3,0,0,5,0,-5,CHNOSP,Tannin,Tannin,Other
266.9306037,5,5,5,2,0,2,1,0,CHONSP,Tannin,267.9378802,-0.488858911,1,C5H5N2O5S2P,1,1,0.4,0.2,2,266.632546603261,0.367453396738654,2,3.3,0,0,5,0,-5,CHNOSP,Tannin,Tannin,Other
267.0146736,11,8,8,0,0,0,0,0,CHO,ConHC,268.02195,-0.122435081,1,C11H8O8,0.727272727272727,0.727272727272727,0,0,NA,266.71652263006,0.283477369940044,0.727272727272727,39.5727272727273,0,0.571428571428571,8,0,0,CHO,Tannin,Cond Hydrocarbon,Other
267.0510707,12,12,7,0,0,0,0,0,CHO,Lignin,268.0583471,-0.165573793,1,C12H12O7,0.583333333333333,1,0,0,NA,266.752879088733,0.247120911267018,0.166666666666667,55.55,0,0.411764705882353,7,0,0,CHO,Lignin,Lignin,Other
267.0512195,0,0,0,0,0,0,0,0,,None,268.0584959,0,1,NA,NA,NA,NA,NA,NA,266.753027722582,0.246972277418479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.0720813,9,16,9,0,0,0,0,0,CHO,Carb,268.0793578,0.27727636,1,C9H16O9,1,1.77777777777778,0,0,NA,266.773866228109,0.226133771890716,0.222222222222222,53.9666666666667,0,0,2,-7,-7,CHO,Carbohydrate,Carbohydrate,Carbohydrate
267.0723067,0,0,0,0,0,0,0,0,,None,268.0795832,0,0,NA,NA,NA,NA,NA,NA,266.774091376426,0.225908623574355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.0874221,13,16,6,0,0,0,0,0,CHO,Lignin,268.0946986,-0.03853876,1,C13H16O6,0.461538461538462,1.23076923076923,0,0,NA,266.789189898435,0.210810101565016,-0.307692307692307,69.0692307692308,0,0.3,6,0,0,CHO,Lignin,Lignin,Other
267.1237696,14,20,5,0,0,0,0,0,CHO,Lignin,268.131046,0.103392466,1,C14H20O5,0.357142857142857,1.42857142857143,0,0,NA,266.825496812492,0.174503187508265,-0.714285714285714,80.6571428571429,0,0.217391304347826,5,0,0,CHO,Lignin,Lignin,Other
267.1239647,0,0,0,0,0,0,0,0,,None,268.1312411,0,0,NA,NA,NA,NA,NA,NA,266.825691694641,0.174308305358693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.1268584,13,21,2,2,0,0,1,0,CHONP,Lipid,268.1341348,-0.262592583,1,C13H21N2O2P,0.153846153846154,1.61538461538462,0.153846153846154,0.0769230769230769,2,266.82858216351,0.171417836489923,-1.23076923076923,95.3769230769231,0,0.111111111111111,5,3,0,CHNOP,Lipid,Lipid,Protein
267.1492275,0,0,0,0,0,0,0,0,,None,268.156504,0,1,NA,NA,NA,NA,NA,NA,266.850926285973,0.149073714026827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.1601819,15,24,4,0,0,0,0,0,CHO,Lipid,268.1674583,0.003479351,1,C15H24O4,0.266666666666667,1.6,0,0,NA,266.861868454192,0.13813154580771,-1.06666666666667,90.7,0,0.153846153846154,4,0,0,CHO,Lipid,Lipid,Other
267.3714074,0,0,0,0,0,0,0,0,,None,268.3786839,0,0,NA,NA,NA,NA,NA,NA,267.072858097912,0.92714190208801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.9222223,0,0,0,0,0,0,0,0,,None,268.9294988,0,0,NA,NA,NA,NA,NA,NA,267.623057953074,0.37694204692616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.9223682,0,0,0,0,0,0,0,0,,None,268.9296447,0,0,NA,NA,NA,NA,NA,NA,267.623203690161,0.376796309839392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.9612778,0,0,0,0,0,0,0,0,,None,268.9685543,0,0,NA,NA,NA,NA,NA,NA,267.662069843354,0.337930156646337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.0331008,0,0,0,0,0,0,0,0,,None,269.0403772,0,2,NA,NA,NA,NA,NA,NA,267.73381264515,0.266187354849762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.1059174,0,0,0,0,0,0,0,0,,None,269.1131939,0,1,NA,NA,NA,NA,NA,NA,267.806547937484,0.19345206251586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.6001266,0,0,0,0,0,0,0,0,,None,269.6074031,0,0,NA,NA,NA,NA,NA,NA,268.300205299076,0.699794700923633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.8602369,0,0,0,0,0,0,0,0,,None,269.8675134,0,0,NA,NA,NA,NA,NA,NA,268.560025157592,0.439974842408276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.8702173,0,0,0,0,0,0,0,0,,None,269.8774938,0,0,NA,NA,NA,NA,NA,NA,268.569994413388,0.43000558661214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.9185022,0,0,0,0,0,0,0,0,,None,269.9257786,0,0,NA,NA,NA,NA,NA,NA,268.618225398037,0.381774601962832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.9186999,0,0,0,0,0,0,0,0,,None,269.9259764,0,0,NA,NA,NA,NA,NA,NA,268.618422877284,0.381577122716408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.9195959,0,0,0,0,0,0,0,0,,None,269.9268724,0,0,NA,NA,NA,NA,NA,NA,268.619317876802,0.380682123198028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.9197661,0,0,0,0,0,0,0,0,,None,269.9270426,0,0,NA,NA,NA,NA,NA,NA,268.619487886755,0.380512113244833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.9267741,0,0,0,0,0,0,0,0,,None,269.9340505,0,1,NA,NA,NA,NA,NA,NA,268.62648806156,0.373511938440288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.9576447,9,2,10,0,0,0,0,0,CHO,Other,269.9649212,-0.462587357,1,C9H2O10,1.11111111111111,0.222222222222222,0,0,NA,268.657324191172,0.342675808828005,2,3.3,0,1,9,-1,-1,CHO,Other,Other,Other
268.957824,0,0,0,0,0,0,0,0,,None,269.9651004,0,0,NA,NA,NA,NA,NA,NA,268.657503290964,0.34249670903597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.9830649,14,7,2,0,0,1,1,0,CHOSP,ConHC,269.9903414,0.352914424,2,C14H7O2SP,0.142857142857143,0.5,0,0.0714285714285714,0,268.68271600675,0.317283993250442,-0.428571428571429,72.5142857142857,0.8,0.818181818181818,12,10,8,CHOSP,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical
269.0302893,11,10,8,0,0,0,0,0,CHO,Tannin,270.0375657,0.005786243,1,C11H10O8,0.727272727272727,0.909090909090909,0,0,NA,268.729887675563,0.270112324437321,0.545454545454545,44.7545454545455,0,0.428571428571429,7,-1,-1,CHO,Tannin,Tannin,Other
269.0304411,0,0,0,0,0,0,0,0,,None,270.0377175,0,0,NA,NA,NA,NA,NA,NA,268.730039306061,0.269960693938572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.0666577,12,14,7,0,0,0,0,0,CHO,Lignin,270.0739342,0.068874699,1,C12H14O7,0.583333333333333,1.16666666666667,0,0,NA,268.766215466282,0.233784533717653,0,60.3,0,0.294117647058824,6,-1,-1,CHO,Lignin,Lignin,Other
269.066795,12,14,7,0,0,0,0,0,CHO,Lignin,270.0740715,-0.439372751,1,C12H14O7,0.583333333333333,1.16666666666667,0,0,NA,268.766352612972,0.2336473870281,0,60.3,0,0.294117647058824,6,-1,-1,CHO,Lignin,Lignin,Other
269.1030817,13,18,6,0,0,0,0,0,CHO,Lignin,270.1103582,-0.073467452,1,C13H18O6,0.461538461538462,1.38461538461538,0,0,NA,268.802598794919,0.197401205081462,-0.461538461538462,73.4538461538462,0,0.2,5,-1,-1,CHO,Lignin,Lignin,Other
269.1394402,14,22,5,0,0,0,0,0,CHO,Protein,270.1467167,0.026498862,1,C14H22O5,0.357142857142857,1.57142857142857,0,0,NA,268.838916696693,0.16108330330735,-0.857142857142857,84.7285714285714,0,0.130434782608696,4,-1,-1,CHO,Protein,Protein,Other
269.1396495,0,0,0,0,0,0,0,0,,None,270.146926,0,1,NA,NA,NA,NA,NA,NA,268.839125762986,0.160874237013616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.2122339,16,30,3,0,0,0,0,0,CHO,Lipid,270.2195103,-0.057415308,1,C16H30O3,0.1875,1.875,0,0,NA,268.911629114597,0.0883708854030942,-1.5,103.05,0,0.0344827586206897,2,-1,-1,CHO,Lipid,Lipid,Other
269.2485818,17,34,2,0,0,0,0,0,CHO,Lipid,270.2558583,0.081623436,1,C17H34O2,0.117647058823529,2,0,0,NA,268.947936428207,0.0520635717929849,-1.76470588235294,110.594117647059,0,0,1,-1,-1,CHO,Lipid,Lipid,Other
269.2487651,0,0,0,0,0,0,0,0,,None,270.2560415,0,0,NA,NA,NA,NA,NA,NA,268.948119523533,0.0518804764673746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.5243736,0,0,0,0,0,0,0,0,,None,270.5316501,0,0,NA,NA,NA,NA,NA,NA,269.223420276619,0.776579723380678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.7346981,0,0,0,0,0,0,0,0,,None,270.7419745,0,0,NA,NA,NA,NA,NA,NA,269.433509926404,0.566490073596299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.8850247,0,0,0,0,0,0,0,0,,None,270.8923011,0,0,NA,NA,NA,NA,NA,NA,269.583668670379,0.416331329620846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.8862851,0,0,0,0,0,0,0,0,,None,270.8935616,0,0,NA,NA,NA,NA,NA,NA,269.584927663005,0.41507233699474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.8894139,0,0,0,0,0,0,0,0,,None,270.8966903,0,0,NA,NA,NA,NA,NA,NA,269.588052969359,0.411947030640761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.0132882,0,0,0,0,0,0,0,0,,None,271.0205647,0,0,NA,NA,NA,NA,NA,NA,269.711788950209,0.288211049790789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.1051016,0,0,0,0,0,0,0,0,,None,271.112378,0,0,NA,NA,NA,NA,NA,NA,269.803499830547,0.196500169453429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.1804547,0,0,0,0,0,0,0,0,,None,271.1877311,0,0,NA,NA,NA,NA,NA,NA,269.878768790602,0.121231209398104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.356476,0,0,0,0,0,0,0,0,,None,271.3637525,0,0,NA,NA,NA,NA,NA,NA,270.054593543646,0.945406456354192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.5396009,0,0,0,0,0,0,0,0,,None,271.5468774,0,0,NA,NA,NA,NA,NA,NA,270.237513964747,0.76248603525346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.654251,0,0,0,0,0,0,0,0,,None,271.6615274,0,0,NA,NA,NA,NA,NA,NA,270.352036045421,0.647963954579382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.6939414,0,0,0,0,0,0,0,0,,None,271.7012179,0,0,NA,NA,NA,NA,NA,NA,270.391682126765,0.608317873234569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.8450507,0,0,0,0,0,0,0,0,,None,271.8523271,0,0,NA,NA,NA,NA,NA,NA,270.542622696771,0.457377303228895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.9244783,0,0,0,0,0,0,0,0,,None,271.9317547,0,1,NA,NA,NA,NA,NA,NA,270.621961607203,0.378038392796668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.9253224,0,0,0,0,0,0,0,0,,None,271.9325989,0,0,NA,NA,NA,NA,NA,NA,270.622804764674,0.377195235326212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.9297328,0,0,0,0,0,0,0,0,,None,271.9370093,0,0,NA,NA,NA,NA,NA,NA,270.627210239982,0.372789760018293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.9435798,0,0,0,0,0,0,0,0,,None,271.9508563,0,0,NA,NA,NA,NA,NA,NA,270.641041778298,0.358958221702153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.943735,0,0,0,0,0,0,0,0,,None,271.9510115,0,0,NA,NA,NA,NA,NA,NA,270.641196805,0.358803194999894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.9561582,0,0,0,0,0,0,0,0,,None,271.9634347,0,1,NA,NA,NA,NA,NA,NA,270.653606133144,0.346393866855976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.9562999,0,0,0,0,0,0,0,0,,None,271.9635764,0,1,NA,NA,NA,NA,NA,NA,270.653747674921,0.34625232507949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.9948325,9,9,4,2,0,1,1,0,CHONSP,Lignin,272.002109,-0.165496892,1,C9H9N2O4SP,0.444444444444444,1,0.222222222222222,0.111111111111111,2,270.692237249075,0.307762750924894,0.222222222222222,53.9666666666667,0,0.333333333333333,7,3,-1,CHNOSP,Lignin,Lignin,Protein
271.0458355,11,12,8,0,0,0,0,0,CHO,Tannin,272.0531119,0.387562706,2,C11H12O8,0.727272727272727,1.09090909090909,0,0,NA,270.74318329867,0.256816701330308,0.363636363636364,49.9363636363636,0,0.285714285714286,6,-2,-2,CHO,Tannin,Tannin,Other
271.0461176,0,0,0,0,0,0,0,0,,None,272.0533941,0,0,NA,NA,NA,NA,NA,NA,270.743465083674,0.256534916325677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.0823267,12,16,7,0,0,0,0,0,CHO,Lignin,272.0896032,-0.001173718,1,C12H16O7,0.583333333333333,1.33333333333333,0,0,NA,270.77963375227,0.220366247730226,-0.166666666666667,65.05,0,0.176470588235294,5,-2,-2,CHO,Lignin,Lignin,Other
